classifier_name,dataset_name,accuracy
SFA,LargeKitchenAppliances,0.472
SPARTAN,LargeKitchenAppliances,0.4533333333333333
TFSAX,LargeKitchenAppliances,0.376
1d-SAX,Lightning2,0.6229508196721312
ESAX,Lightning2,0.7540983606557377
SAX,Lightning2,0.7704918032786885
SAX-DR,Lightning2,0.6065573770491803
SAX_VFD,Lightning2,0.7540983606557377
SFA,Lightning2,0.7377049180327869
SPARTAN,Lightning2,0.7868852459016393
TFSAX,Lightning2,0.6557377049180327
1d-SAX,Lightning7,0.4931506849315068
ESAX,Lightning7,0.6027397260273972
SAX,Lightning7,0.5068493150684932
SAX-DR,Lightning7,0.4794520547945205
SAX_VFD,Lightning7,0.4520547945205479
SFA,Lightning7,0.6164383561643836
SPARTAN,Lightning7,0.6164383561643836
TFSAX,Lightning7,0.4794520547945205
1d-SAX,Mallat,0.4678038379530916
ESAX,Mallat,0.4869936034115139
SAX,Mallat,0.4895522388059701
SAX-DR,Mallat,0.6008528784648187
SAX_VFD,Mallat,0.6631130063965884
SFA,Mallat,0.8332622601279318
SPARTAN,Mallat,0.9253731343283582
TFSAX,Mallat,0.5948827292110874
1d-SAX,Meat,0.4
ESAX,Meat,0.4333333333333333
SAX,Meat,0.3333333333333333
SAX-DR,Meat,0.35
SAX_VFD,Meat,0.6166666666666667
SFA,Meat,0.85
SPARTAN,Meat,0.85
TFSAX,Meat,0.4
1d-SAX,MedicalImages,0.5118421052631579
ESAX,MedicalImages,0.5618421052631579
SAX,MedicalImages,0.5565789473684211
SAX-DR,MedicalImages,0.4631578947368421
SAX_VFD,MedicalImages,0.4118421052631579
SFA,MedicalImages,0.5802631578947368
SPARTAN,MedicalImages,0.6355263157894737
TFSAX,MedicalImages,0.506578947368421
1d-SAX,MelbournePedestrian,0.5444854448544485
ESAX,MelbournePedestrian,0.5219352193521936
SAX,MelbournePedestrian,0.6043460434604346
SAX-DR,MelbournePedestrian,0.4961049610496105
SAX_VFD,MelbournePedestrian,0.3657236572365723
SFA,MelbournePedestrian,0.7457974579745797
SPARTAN,MelbournePedestrian,0.7908979089790897
TFSAX,MelbournePedestrian,0.6326363263632636
1d-SAX,MiddlePhalanxOutlineAgeGroup,0.525974025974026
ESAX,MiddlePhalanxOutlineAgeGroup,0.448051948051948
SAX,MiddlePhalanxOutlineAgeGroup,0.4090909090909091
SAX-DR,MiddlePhalanxOutlineAgeGroup,0.3571428571428571
SAX_VFD,MiddlePhalanxOutlineAgeGroup,0.435064935064935
SFA,MiddlePhalanxOutlineAgeGroup,0.5324675324675324
SPARTAN,MiddlePhalanxOutlineAgeGroup,0.4805194805194805
TFSAX,MiddlePhalanxOutlineAgeGroup,0.551948051948052
1d-SAX,MiddlePhalanxOutlineCorrect,0.6151202749140894
ESAX,MiddlePhalanxOutlineCorrect,0.6288659793814433
SAX,MiddlePhalanxOutlineCorrect,0.6323024054982818
SAX-DR,MiddlePhalanxOutlineCorrect,0.5223367697594502
SAX_VFD,MiddlePhalanxOutlineCorrect,0.4845360824742268
SFA,MiddlePhalanxOutlineCorrect,0.6357388316151202
SPARTAN,MiddlePhalanxOutlineCorrect,0.6391752577319587
TFSAX,MiddlePhalanxOutlineCorrect,0.5876288659793815
1d-SAX,MiddlePhalanxTW,0.3896103896103896
ESAX,MiddlePhalanxTW,0.5064935064935064
SAX,MiddlePhalanxTW,0.3116883116883117
SAX-DR,MiddlePhalanxTW,0.4155844155844156
SAX_VFD,MiddlePhalanxTW,0.4805194805194805
SFA,MiddlePhalanxTW,0.487012987012987
SPARTAN,MiddlePhalanxTW,0.448051948051948
TFSAX,MiddlePhalanxTW,0.435064935064935
1d-SAX,MixedShapesRegularTrain,0.8037113402061856
ESAX,MixedShapesRegularTrain,0.7072164948453609
SAX,MixedShapesRegularTrain,0.8111340206185567
SAX-DR,MixedShapesRegularTrain,0.7616494845360825
SAX_VFD,MixedShapesRegularTrain,0.657319587628866
SFA,MixedShapesRegularTrain,0.8404123711340206
SPARTAN,MixedShapesRegularTrain,0.8503092783505155
TFSAX,MixedShapesRegularTrain,0.8214432989690722
1d-SAX,MixedShapesSmallTrain,0.7637113402061856
ESAX,MixedShapesSmallTrain,0.6255670103092783
SAX,MixedShapesSmallTrain,0.7628865979381443
SAX-DR,MixedShapesSmallTrain,0.705979381443299
SAX_VFD,MixedShapesSmallTrain,0.6082474226804123
SFA,MixedShapesSmallTrain,0.7703092783505154
SPARTAN,MixedShapesSmallTrain,0.7678350515463918
TFSAX,MixedShapesSmallTrain,0.7674226804123712
1d-SAX,MoteStrain,0.7955271565495208
ESAX,MoteStrain,0.8170926517571885
SAX,MoteStrain,0.8482428115015974
SAX-DR,MoteStrain,0.865814696485623
SAX_VFD,MoteStrain,0.7603833865814696
SFA,MoteStrain,0.7891373801916933
SPARTAN,MoteStrain,0.7420127795527156
TFSAX,MoteStrain,0.8003194888178914
1d-SAX,NonInvasiveFetalECGThorax1,0.2442748091603053
ESAX,NonInvasiveFetalECGThorax1,0.1246819338422391
SAX,NonInvasiveFetalECGThorax1,0.2091603053435114
SAX-DR,NonInvasiveFetalECGThorax1,0.1145038167938931
SAX_VFD,NonInvasiveFetalECGThorax1,0.1979643765903307
SFA,NonInvasiveFetalECGThorax1,0.6162849872773537
SPARTAN,NonInvasiveFetalECGThorax1,0.6956743002544529
TFSAX,NonInvasiveFetalECGThorax1,0.1216284987277353
1d-SAX,NonInvasiveFetalECGThorax2,0.2600508905852417
ESAX,NonInvasiveFetalECGThorax2,0.1165394402035623
SAX,NonInvasiveFetalECGThorax2,0.2544529262086514
SAX-DR,NonInvasiveFetalECGThorax2,0.1333333333333333
SAX_VFD,NonInvasiveFetalECGThorax2,0.2274809160305343
SFA,NonInvasiveFetalECGThorax2,0.7007633587786259
SPARTAN,NonInvasiveFetalECGThorax2,0.7750636132315522
TFSAX,NonInvasiveFetalECGThorax2,0.1348600508905852
1d-SAX,OSULeaf,0.4214876033057851
ESAX,OSULeaf,0.371900826446281
SAX,OSULeaf,0.4669421487603306
SAX-DR,OSULeaf,0.3677685950413223
SAX_VFD,OSULeaf,0.256198347107438
SFA,OSULeaf,0.4049586776859504
SPARTAN,OSULeaf,0.4545454545454545
TFSAX,OSULeaf,0.3264462809917355
1d-SAX,OliveOil,0.1666666666666666
ESAX,OliveOil,0.1666666666666666
SAX,OliveOil,0.1666666666666666
SAX-DR,OliveOil,0.1666666666666666
SAX_VFD,OliveOil,0.2
SFA,OliveOil,0.8
SPARTAN,OliveOil,0.9
TFSAX,OliveOil,0.1666666666666666
1d-SAX,PLAID,0.3687150837988827
ESAX,PLAID,0.4767225325884544
SAX,PLAID,0.3333333333333333
SAX-DR,PLAID,0.3016759776536313
SAX_VFD,PLAID,0.4748603351955307
SFA,PLAID,0.4934823091247672
SPARTAN,PLAID,0.5605214152700186
TFSAX,PLAID,0.3091247672253259
1d-SAX,PhalangesOutlinesCorrect,0.5501165501165501
ESAX,PhalangesOutlinesCorrect,0.5023310023310024
SAX,PhalangesOutlinesCorrect,0.5512820512820513
SAX-DR,PhalangesOutlinesCorrect,0.534965034965035
SAX_VFD,PhalangesOutlinesCorrect,0.585081585081585
SFA,PhalangesOutlinesCorrect,0.7016317016317016
SPARTAN,PhalangesOutlinesCorrect,0.703962703962704
TFSAX,PhalangesOutlinesCorrect,0.5582750582750583
1d-SAX,Phoneme,0.0580168776371308
ESAX,Phoneme,0.0738396624472573
SAX,Phoneme,0.0590717299578059
SAX-DR,Phoneme,0.0669831223628692
SAX_VFD,Phoneme,0.1381856540084388
SFA,Phoneme,0.0748945147679324
SPARTAN,Phoneme,0.0717299578059071
TFSAX,Phoneme,0.0522151898734177
1d-SAX,PickupGestureWiimoteZ,0.54
ESAX,PickupGestureWiimoteZ,0.42
SAX,PickupGestureWiimoteZ,0.56
SAX-DR,PickupGestureWiimoteZ,0.54
SAX_VFD,PickupGestureWiimoteZ,0.34
SFA,PickupGestureWiimoteZ,0.56
SPARTAN,PickupGestureWiimoteZ,0.62
TFSAX,PickupGestureWiimoteZ,0.46
1d-SAX,PigAirwayPressure,0.048076923076923
ESAX,PigAirwayPressure,0.048076923076923
SAX,PigAirwayPressure,0.0576923076923076
SAX-DR,PigAirwayPressure,0.048076923076923
SAX_VFD,PigAirwayPressure,0.0192307692307692
SFA,PigAirwayPressure,0.0769230769230769
SPARTAN,PigAirwayPressure,0.0625
TFSAX,PigAirwayPressure,0.0384615384615384
1d-SAX,PigArtPressure,0.0384615384615384
ESAX,PigArtPressure,0.0096153846153846
SAX,PigArtPressure,0.0336538461538461
SAX-DR,PigArtPressure,0.0096153846153846
SAX_VFD,PigArtPressure,0.0288461538461538
SFA,PigArtPressure,0.0432692307692307
SPARTAN,PigArtPressure,0.1153846153846153
TFSAX,PigArtPressure,0.0384615384615384
1d-SAX,PigCVP,0.0528846153846153
ESAX,PigCVP,0.0625
SAX,PigCVP,0.0432692307692307
SAX-DR,PigCVP,0.0192307692307692
SAX_VFD,PigCVP,0.0096153846153846
SFA,PigCVP,0.0384615384615384
SPARTAN,PigCVP,0.0528846153846153
TFSAX,PigCVP,0.0192307692307692
1d-SAX,Plane,0.9142857142857144
ESAX,Plane,0.638095238095238
SAX,Plane,0.8571428571428571
SAX-DR,Plane,0.7238095238095238
SAX_VFD,Plane,0.7523809523809524
SFA,Plane,0.9333333333333332
SPARTAN,Plane,0.9523809523809524
TFSAX,Plane,0.8666666666666667
1d-SAX,PowerCons,0.8888888888888888
ESAX,PowerCons,0.8222222222222222
SAX,PowerCons,0.8777777777777778
SAX-DR,PowerCons,0.8666666666666667
SAX_VFD,PowerCons,0.7277777777777777
SFA,PowerCons,0.9055555555555556
SPARTAN,PowerCons,0.8611111111111112
TFSAX,PowerCons,0.8444444444444444
1d-SAX,ProximalPhalanxOutlineAgeGroup,0.3853658536585366
ESAX,ProximalPhalanxOutlineAgeGroup,0.7317073170731707
SAX,ProximalPhalanxOutlineAgeGroup,0.3560975609756097
SAX-DR,ProximalPhalanxOutlineAgeGroup,0.2634146341463415
SAX_VFD,ProximalPhalanxOutlineAgeGroup,0.7170731707317073
SFA,ProximalPhalanxOutlineAgeGroup,0.751219512195122
SPARTAN,ProximalPhalanxOutlineAgeGroup,0.751219512195122
TFSAX,ProximalPhalanxOutlineAgeGroup,0.8585365853658536
1d-SAX,ProximalPhalanxOutlineCorrect,0.6838487972508591
ESAX,ProximalPhalanxOutlineCorrect,0.5910652920962199
SAX,ProximalPhalanxOutlineCorrect,0.6701030927835051
SAX-DR,ProximalPhalanxOutlineCorrect,0.6254295532646048
SAX_VFD,ProximalPhalanxOutlineCorrect,0.5532646048109966
SFA,ProximalPhalanxOutlineCorrect,0.738831615120275
SPARTAN,ProximalPhalanxOutlineCorrect,0.7800687285223368
TFSAX,ProximalPhalanxOutlineCorrect,0.6013745704467354
1d-SAX,ProximalPhalanxTW,0.424390243902439
ESAX,ProximalPhalanxTW,0.3707317073170731
SAX,ProximalPhalanxTW,0.2146341463414634
SAX-DR,ProximalPhalanxTW,0.3707317073170731
SAX_VFD,ProximalPhalanxTW,0.624390243902439
SFA,ProximalPhalanxTW,0.6682926829268293
SPARTAN,ProximalPhalanxTW,0.7219512195121951
TFSAX,ProximalPhalanxTW,0.375609756097561
1d-SAX,RefrigerationDevices,0.3706666666666666
ESAX,RefrigerationDevices,0.4
SAX,RefrigerationDevices,0.3466666666666667
SAX-DR,RefrigerationDevices,0.36
SAX_VFD,RefrigerationDevices,0.344
SFA,RefrigerationDevices,0.3653333333333333
SPARTAN,RefrigerationDevices,0.3546666666666667
TFSAX,RefrigerationDevices,0.3813333333333333
1d-SAX,Rock,0.6
ESAX,Rock,0.62
SAX,Rock,0.56
SAX-DR,Rock,0.64
SAX_VFD,Rock,0.44
SFA,Rock,0.64
SPARTAN,Rock,0.84
TFSAX,Rock,0.6
1d-SAX,ScreenType,0.352
ESAX,ScreenType,0.3466666666666667
SAX,ScreenType,0.36
SAX-DR,ScreenType,0.352
SAX_VFD,ScreenType,0.3573333333333333
SFA,ScreenType,0.392
SPARTAN,ScreenType,0.4026666666666667
TFSAX,ScreenType,0.36
1d-SAX,SemgHandGenderCh2,0.7016666666666667
ESAX,SemgHandGenderCh2,0.6633333333333333
SAX,SemgHandGenderCh2,0.715
SAX-DR,SemgHandGenderCh2,0.6166666666666667
SAX_VFD,SemgHandGenderCh2,0.7
SFA,SemgHandGenderCh2,0.815
SPARTAN,SemgHandGenderCh2,0.8466666666666667
TFSAX,SemgHandGenderCh2,0.655
1d-SAX,SemgHandMovementCh2,0.3844444444444444
ESAX,SemgHandMovementCh2,0.2822222222222222
SAX,SemgHandMovementCh2,0.3844444444444444
SAX-DR,SemgHandMovementCh2,0.2777777777777778
SAX_VFD,SemgHandMovementCh2,0.3422222222222222
SFA,SemgHandMovementCh2,0.5222222222222223
SPARTAN,SemgHandMovementCh2,0.6377777777777778
TFSAX,SemgHandMovementCh2,0.3355555555555555
1d-SAX,SemgHandSubjectCh2,0.4866666666666667
ESAX,SemgHandSubjectCh2,0.36
SAX,SemgHandSubjectCh2,0.4866666666666667
SAX-DR,SemgHandSubjectCh2,0.3333333333333333
SAX_VFD,SemgHandSubjectCh2,0.4844444444444444
SFA,SemgHandSubjectCh2,0.72
SPARTAN,SemgHandSubjectCh2,0.8
TFSAX,SemgHandSubjectCh2,0.3422222222222222
1d-SAX,ShakeGestureWiimoteZ,0.66
ESAX,ShakeGestureWiimoteZ,0.38
SAX,ShakeGestureWiimoteZ,0.6
SAX-DR,ShakeGestureWiimoteZ,0.6
SAX_VFD,ShakeGestureWiimoteZ,0.38
SFA,ShakeGestureWiimoteZ,0.66
SPARTAN,ShakeGestureWiimoteZ,0.34
TFSAX,ShakeGestureWiimoteZ,0.48
1d-SAX,ShapeletSim,0.5333333333333333
ESAX,ShapeletSim,0.4333333333333333
SAX,ShapeletSim,0.4833333333333333
SAX-DR,ShapeletSim,0.5166666666666667
SAX_VFD,ShapeletSim,0.5333333333333333
SFA,ShapeletSim,0.4555555555555555
SPARTAN,ShapeletSim,0.5333333333333333
TFSAX,ShapeletSim,0.4666666666666667
1d-SAX,ShapesAll,0.5616666666666666
ESAX,ShapesAll,0.4116666666666667
SAX,ShapesAll,0.5783333333333334
SAX-DR,ShapesAll,0.475
SAX_VFD,ShapesAll,0.3633333333333333
SFA,ShapesAll,0.6283333333333333
SPARTAN,ShapesAll,0.675
TFSAX,ShapesAll,0.5316666666666666
1d-SAX,SmallKitchenAppliances,0.5706666666666667
ESAX,SmallKitchenAppliances,0.44
SAX,SmallKitchenAppliances,0.4773333333333333
SAX-DR,SmallKitchenAppliances,0.328
SAX_VFD,SmallKitchenAppliances,0.4906666666666666
SFA,SmallKitchenAppliances,0.5733333333333334
SPARTAN,SmallKitchenAppliances,0.3946666666666666
TFSAX,SmallKitchenAppliances,0.4613333333333333
1d-SAX,SmoothSubspace,0.74
ESAX,SmoothSubspace,0.7933333333333333
SAX,SmoothSubspace,0.84
SAX-DR,SmoothSubspace,0.7866666666666666
SAX_VFD,SmoothSubspace,0.7933333333333333
SFA,SmoothSubspace,0.72
SPARTAN,SmoothSubspace,0.7333333333333333
TFSAX,SmoothSubspace,0.8
1d-SAX,SonyAIBORobotSurface1,0.6389351081530782
ESAX,SonyAIBORobotSurface1,0.5490848585690515
SAX,SonyAIBORobotSurface1,0.6123128119800333
SAX-DR,SonyAIBORobotSurface1,0.5590682196339434
SAX_VFD,SonyAIBORobotSurface1,0.6189683860232945
SFA,SonyAIBORobotSurface1,0.7970049916805324
SPARTAN,SonyAIBORobotSurface1,0.7870216306156406
TFSAX,SonyAIBORobotSurface1,0.5374376039933444
1d-SAX,SonyAIBORobotSurface2,0.7187827911857293
ESAX,SonyAIBORobotSurface2,0.6190975865687304
SAX,SonyAIBORobotSurface2,0.8163693599160545
SAX-DR,SonyAIBORobotSurface2,0.7733473242392445
SAX_VFD,SonyAIBORobotSurface2,0.6537250786988458
SFA,SonyAIBORobotSurface2,0.789087093389297
SPARTAN,SonyAIBORobotSurface2,0.8457502623294858
TFSAX,SonyAIBORobotSurface2,0.8121720881427072
1d-SAX,StarLightCurves,0.7865468674113647
ESAX,StarLightCurves,0.8369354055366682
SAX,StarLightCurves,0.8359640602234094
SAX-DR,StarLightCurves,0.7317872753763963
SAX_VFD,StarLightCurves,0.8421563865954347
SFA,StarLightCurves,0.889752306945119
SPARTAN,StarLightCurves,0.8899951432734337
TFSAX,StarLightCurves,0.9425692083535696
1d-SAX,Strawberry,0.6351351351351351
ESAX,Strawberry,0.6351351351351351
SAX,Strawberry,0.6216216216216216
SAX-DR,Strawberry,0.6324324324324324
SAX_VFD,Strawberry,0.7648648648648648
SFA,Strawberry,0.8918918918918919
SPARTAN,Strawberry,0.9432432432432432
TFSAX,Strawberry,0.6567567567567567
1d-SAX,SwedishLeaf,0.44
ESAX,SwedishLeaf,0.2704
SAX,SwedishLeaf,0.4016
SAX-DR,SwedishLeaf,0.352
SAX_VFD,SwedishLeaf,0.3488
SFA,SwedishLeaf,0.64
SPARTAN,SwedishLeaf,0.7088
TFSAX,SwedishLeaf,0.472
1d-SAX,Symbols,0.8824120603015075
ESAX,Symbols,0.7668341708542713
SAX,Symbols,0.8512562814070351
SAX-DR,Symbols,0.8452261306532663
SAX_VFD,Symbols,0.5105527638190954
SFA,Symbols,0.8090452261306532
SPARTAN,Symbols,0.8090452261306532
TFSAX,Symbols,0.7748743718592965
1d-SAX,SyntheticControl,0.7433333333333333
ESAX,SyntheticControl,0.7766666666666666
SAX,SyntheticControl,0.9033333333333332
SAX-DR,SyntheticControl,0.6966666666666667
SAX_VFD,SyntheticControl,0.36
SFA,SyntheticControl,0.8133333333333334
SPARTAN,SyntheticControl,0.8066666666666666
TFSAX,SyntheticControl,0.78
1d-SAX,ToeSegmentation1,0.631578947368421
ESAX,ToeSegmentation1,0.5877192982456141
SAX,ToeSegmentation1,0.6403508771929824
SAX-DR,ToeSegmentation1,0.6008771929824561
SAX_VFD,ToeSegmentation1,0.5745614035087719
SFA,ToeSegmentation1,0.6403508771929824
SPARTAN,ToeSegmentation1,0.6491228070175439
TFSAX,ToeSegmentation1,0.5745614035087719
1d-SAX,ToeSegmentation2,0.7846153846153846
ESAX,ToeSegmentation2,0.7846153846153846
SAX,ToeSegmentation2,0.823076923076923
SAX-DR,ToeSegmentation2,0.8384615384615385
SAX_VFD,ToeSegmentation2,0.5461538461538461
SFA,ToeSegmentation2,0.7692307692307693
SPARTAN,ToeSegmentation2,0.8307692307692308
TFSAX,ToeSegmentation2,0.8461538461538461
1d-SAX,Trace,0.64
ESAX,Trace,0.86
SAX,Trace,0.82
SAX-DR,Trace,0.6
SAX_VFD,Trace,0.69
SFA,Trace,0.59
SPARTAN,Trace,0.6
TFSAX,Trace,0.84
1d-SAX,TwoLeadECG,0.7568042142230026
ESAX,TwoLeadECG,0.6997366110623354
SAX,TwoLeadECG,0.6391571553994733
SAX-DR,TwoLeadECG,0.6856892010535558
SAX_VFD,TwoLeadECG,0.6312554872695347
SFA,TwoLeadECG,0.6883230904302019
SPARTAN,TwoLeadECG,0.7401229148375769
TFSAX,TwoLeadECG,0.6733977172958736
1d-SAX,TwoPatterns,0.6745
ESAX,TwoPatterns,0.6575
SAX,TwoPatterns,0.71225
SAX-DR,TwoPatterns,0.572
SAX_VFD,TwoPatterns,0.2535
SFA,TwoPatterns,0.88275
SPARTAN,TwoPatterns,0.7505
TFSAX,TwoPatterns,0.566
1d-SAX,UMD,0.8680555555555556
ESAX,UMD,0.8888888888888888
SAX,UMD,0.9027777777777778
SAX-DR,UMD,0.6597222222222222
SAX_VFD,UMD,0.6875
SFA,UMD,0.8402777777777778
SPARTAN,UMD,0.8958333333333334
TFSAX,UMD,0.7222222222222222
1d-SAX,UWaveGestureLibraryAll,0.8858179787828029
ESAX,UWaveGestureLibraryAll,0.7389726409826912
SAX,UWaveGestureLibraryAll,0.9011725293132328
SAX-DR,UWaveGestureLibraryAll,0.7406476828587382
SAX_VFD,UWaveGestureLibraryAll,0.3190954773869346
SFA,UWaveGestureLibraryAll,0.9045226130653268
SPARTAN,UWaveGestureLibraryAll,0.9173646007816862
TFSAX,UWaveGestureLibraryAll,0.7749860413176997
1d-SAX,UWaveGestureLibraryX,0.6789503070910106
ESAX,UWaveGestureLibraryX,0.6588498045784478
SAX,UWaveGestureLibraryX,0.6644332774986041
SAX-DR,UWaveGestureLibraryX,0.7043551088777219
SAX_VFD,UWaveGestureLibraryX,0.3054159687325516
SFA,UWaveGestureLibraryX,0.6485203796761586
SPARTAN,UWaveGestureLibraryX,0.6895589056393077
TFSAX,UWaveGestureLibraryX,0.6694584031267449
1d-SAX,UWaveGestureLibraryY,0.5887772194304858
ESAX,UWaveGestureLibraryY,0.5896147403685092
SAX,UWaveGestureLibraryY,0.567001675041876
SAX-DR,UWaveGestureLibraryY,0.6077610273590173
SAX_VFD,UWaveGestureLibraryY,0.3034617532104969
SFA,UWaveGestureLibraryY,0.5661641541038526
SPARTAN,UWaveGestureLibraryY,0.6233947515354551
TFSAX,UWaveGestureLibraryY,0.5949190396426577
1d-SAX,UWaveGestureLibraryZ,0.6074818537130094
ESAX,UWaveGestureLibraryZ,0.5798436627582356
SAX,UWaveGestureLibraryZ,0.5957565605806812
SAX-DR,UWaveGestureLibraryZ,0.6362367392518147
SAX_VFD,UWaveGestureLibraryZ,0.3601340033500838
SFA,UWaveGestureLibraryZ,0.5784477945281965
SPARTAN,UWaveGestureLibraryZ,0.6200446677833612
TFSAX,UWaveGestureLibraryZ,0.6133445002791736
1d-SAX,Wafer,0.9849123945489942
ESAX,Wafer,0.9836145360155742
SAX,Wafer,0.9876703439325114
SAX-DR,Wafer,0.990590525632706
SAX_VFD,Wafer,0.958306294613887
SFA,Wafer,0.9892926670992862
SPARTAN,Wafer,0.9889682024659312
TFSAX,Wafer,0.9738805970149254
1d-SAX,Wine,0.5
ESAX,Wine,0.5
SAX,Wine,0.5
SAX-DR,Wine,0.5
SAX_VFD,Wine,0.5185185185185185
SFA,Wine,0.5185185185185185
SPARTAN,Wine,0.6851851851851852
TFSAX,Wine,0.5
1d-SAX,WordSynonyms,0.5141065830721003
ESAX,WordSynonyms,0.4153605015673981
SAX,WordSynonyms,0.5203761755485894
SAX-DR,WordSynonyms,0.438871473354232
SAX_VFD,WordSynonyms,0.3322884012539185
SFA,WordSynonyms,0.5313479623824452
SPARTAN,WordSynonyms,0.5203761755485894
TFSAX,WordSynonyms,0.4686520376175548
1d-SAX,Worms,0.5584415584415584
ESAX,Worms,0.4025974025974026
SAX,Worms,0.5064935064935064
SAX-DR,Worms,0.4415584415584415
SAX_VFD,Worms,0.4545454545454545
SFA,Worms,0.4545454545454545
SPARTAN,Worms,0.5324675324675324
TFSAX,Worms,0.4675324675324675
1d-SAX,WormsTwoClass,0.6103896103896104
ESAX,WormsTwoClass,0.4935064935064935
SAX,WormsTwoClass,0.5844155844155844
SAX-DR,WormsTwoClass,0.5584415584415584
SAX_VFD,WormsTwoClass,0.6233766233766234
SFA,WormsTwoClass,0.5454545454545454
SPARTAN,WormsTwoClass,0.6233766233766234
TFSAX,WormsTwoClass,0.5844155844155844
1d-SAX,Yoga,0.675
ESAX,Yoga,0.6833333333333333
SAX,Yoga,0.6836666666666666
SAX-DR,Yoga,0.6793333333333333
SAX_VFD,Yoga,0.632
SFA,Yoga,0.7413333333333333
SPARTAN,Yoga,0.7693333333333333
TFSAX,Yoga,0.6793333333333333
