dataset,method,train_time,pred_time
FacesUCR,PCA+Allocation_randomized,0.00012621521949768066,7.608460216987424e-07
GestureMidAirD1,PAA,5.926077182476337e-07,7.335956280048077e-07
GestureMidAirD1,DFT,3.3745398888221153e-06,1.5460527860201322e-06
GestureMidAirD1,PCA+Allocation,0.0003407723628557645,1.7624634962815506e-06
GestureMidAirD1,PCA+Allocation_randomized,0.00032599041095146764,1.5625586876502403e-06
GestureMidAirD2,PAA,5.994851772601788e-07,7.519355187049279e-07
GestureMidAirD2,DFT,1.5096022532536433e-06,1.3571519118088943e-06
GestureMidAirD2,PCA+Allocation,0.00033534719393803523,1.617578359750601e-06
GestureMidAirD2,PCA+Allocation_randomized,0.00033013178752018855,1.5919025127704328e-06
GestureMidAirD3,PAA,6.120938521165115e-07,7.831133328951322e-07
GestureMidAirD3,DFT,1.5348196029663086e-06,1.3039662287785457e-06
GestureMidAirD3,PCA+Allocation,0.00032745874845064606,1.6505901630108174e-06
GestureMidAirD3,PCA+Allocation_randomized,0.0003316127336942233,1.6725980318509615e-06
Phoneme,PAA,1.3881754652362004e-06,4.0377745648476645e-07
Phoneme,DFT,4.750545893874124e-06,4.6267791136407654e-06
Phoneme,PCA+Allocation,0.000742892238581292,1.9590311412569843e-06
Phoneme,PCA+Allocation_randomized,6.95068145466742e-05,2.7272268689634428e-06
InsectWingbeatSound,PAA,6.253069097345525e-07,1.0488009211992977e-07
InsectWingbeatSound,DFT,9.471719915216619e-07,1.2014851425633285e-06
InsectWingbeatSound,PCA+Allocation,0.00025801875374533914,1.3527244028418955e-06
InsectWingbeatSound,PCA+Allocation_randomized,0.00025369579141790215,1.3992039844243213e-06
Computers,PAA,7.410049438476563e-07,6.437301635742188e-07
Computers,DFT,3.7069320678710938e-06,3.344535827636719e-06
Computers,PCA+Allocation,0.0007507600784301758,3.915786743164062e-06
Computers,PCA+Allocation_randomized,9.483909606933594e-05,4.90570068359375e-06
WordSynonyms,PAA,5.77740901418393e-07,2.541138460643613e-07
WordSynonyms,DFT,1.4823027764366807e-06,1.2085355561355064e-06
WordSynonyms,PCA+Allocation,0.00030344166559226506,1.5941906872214194e-06
WordSynonyms,PCA+Allocation_randomized,0.0002958140569679746,1.871847433729979e-06
SyntheticControl,PAA,4.3312708536783854e-07,3.457069396972656e-07
SyntheticControl,DFT,5.539258321126302e-07,2.5192896525065104e-07
SyntheticControl,PCA+Allocation,2.050956090291341e-05,1.1491775512695313e-06
SyntheticControl,PCA+Allocation_randomized,1.9310315450032554e-05,4.712740580240885e-07
SemgHandGenderCh2,PAA,9.7195307413737e-07,4.641215006510417e-07
SemgHandGenderCh2,DFT,9.373029073079427e-06,8.004506429036458e-06
SemgHandGenderCh2,PCA+Allocation,0.0009498453140258789,4.137754440307617e-06
SemgHandGenderCh2,PCA+Allocation_randomized,0.00011791626612345377,6.83903694152832e-06
AllGestureWiimoteX,PAA,5.022684733072916e-07,1.8017632620675222e-07
AllGestureWiimoteX,DFT,3.0740102132161457e-06,2.0272391183035716e-06
AllGestureWiimoteX,PCA+Allocation,0.0003986557324727376,2.009868621826172e-06
AllGestureWiimoteX,PCA+Allocation_randomized,0.00040470202763875327,1.9621849060058595e-06
AllGestureWiimoteY,PAA,4.212061564127604e-07,1.941408429827009e-07
AllGestureWiimoteY,DFT,2.094109853108724e-06,2.3712430681501114e-06
AllGestureWiimoteY,PCA+Allocation,0.0003971536954243978,2.7629307338169644e-06
AllGestureWiimoteY,PCA+Allocation_randomized,0.0004349573453267415,2.1386146545410158e-06
AllGestureWiimoteZ,PAA,4.188219706217448e-07,1.7983572823660716e-07
AllGestureWiimoteZ,DFT,2.7449925740559897e-06,1.819814954485212e-06
AllGestureWiimoteZ,PCA+Allocation,0.00038985490798950197,2.1583693368094307e-06
AllGestureWiimoteZ,PCA+Allocation_randomized,0.0003901211420694987,1.7840521676199777e-06
Yoga,PAA,6.588300069173177e-07,1.2373924255371094e-07
Yoga,DFT,5.394617716471354e-06,5.955378214518229e-06
Yoga,PCA+Allocation,0.0004314525922139486,1.8532276153564452e-06
Yoga,PCA+Allocation_randomized,0.0004354715347290039,2.316395441691081e-06
Earthquakes,PAA,6.612043203034016e-07,9.879791479316547e-07
Earthquakes,DFT,2.6026127501304106e-06,2.2932779874733025e-06
Earthquakes,PCA+Allocation,0.00046606389632136187,6.776919467843694e-06
Earthquakes,PCA+Allocation_randomized,7.567050294106051e-05,5.228056324471672e-06
EOGHorizontalSignal,PAA,6.302944204425285e-07,6.961559063821866e-07
EOGHorizontalSignal,DFT,6.256182549408127e-06,5.866282552645351e-06
EOGHorizontalSignal,PCA+Allocation,0.0010257794712129878,4.5279771583514975e-06
EOGHorizontalSignal,PCA+Allocation_randomized,6.622108965288868e-05,3.037531731537034e-06
EOGVerticalSignal,PAA,9.648707690159918e-07,8.575165469343491e-07
EOGVerticalSignal,DFT,7.297452642114123e-06,6.039498260666653e-06
EOGVerticalSignal,PCA+Allocation,0.0009349228927443699,3.2463126419657503e-06
EOGVerticalSignal,PCA+Allocation_randomized,6.200002701901599e-05,4.368592362377525e-06
LargeKitchenAppliances,PAA,5.060831705729166e-07,4.5013427734375e-07
LargeKitchenAppliances,DFT,3.1185150146484375e-06,2.841313680013021e-06
LargeKitchenAppliances,PCA+Allocation,0.0006175060272216796,2.1235148111979166e-06
LargeKitchenAppliances,PCA+Allocation_randomized,4.76067860921224e-05,3.197352091471354e-06
RefrigerationDevices,PAA,5.512237548828125e-07,4.781087239583333e-07
RefrigerationDevices,DFT,3.19671630859375e-06,2.834320068359375e-06
RefrigerationDevices,PCA+Allocation,0.0006201922098795573,2.1203358968098957e-06
RefrigerationDevices,PCA+Allocation_randomized,4.868062337239583e-05,3.3245086669921877e-06
ScreenType,PAA,5.620320638020834e-07,4.730224609375e-07
ScreenType,DFT,3.2806396484375e-06,2.9296875e-06
ScreenType,PCA+Allocation,0.0006749795277913412,2.1794637044270834e-06
ScreenType,PCA+Allocation_randomized,6.570879618326823e-05,3.363927205403646e-06
SmallKitchenAppliances,PAA,5.035400390625e-07,4.425048828125e-07
SmallKitchenAppliances,DFT,3.5915374755859375e-06,2.890904744466146e-06
SmallKitchenAppliances,PCA+Allocation,0.000667239507039388,2.216339111328125e-06
SmallKitchenAppliances,PCA+Allocation_randomized,4.486846923828125e-05,1.8755594889322916e-06
MedicalImages,PAA,3.729592470985072e-07,1.606188322368421e-07
MedicalImages,DFT,8.084955490793143e-07,5.985561170076069e-07
MedicalImages,PCA+Allocation,2.6659702691506213e-05,4.169188047710218e-07
MedicalImages,PCA+Allocation_randomized,2.793564884055631e-05,3.993511199951172e-07
CricketX,PAA,3.936963203625801e-07,3.435672857822516e-07
CricketX,DFT,1.7716334416316106e-06,1.15052247658754e-06
CricketX,PCA+Allocation,0.000299380987118452,2.378072494115585e-06
CricketX,PCA+Allocation_randomized,0.00030014148125281703,1.7685767931815906e-06
CricketY,PAA,4.395460471128806e-07,3.612958467923678e-07
CricketY,DFT,1.3479819664588342e-06,1.228161347218049e-06
CricketY,PCA+Allocation,0.0003075367365127955,2.0632377037635215e-06
CricketY,PCA+Allocation_randomized,0.00031440502557999046,1.7331196711613582e-06
CricketZ,PAA,4.248741345527845e-07,3.509032420622997e-07
CricketZ,DFT,1.2947962834284856e-06,1.2116554455879406e-06
CricketZ,PCA+Allocation,0.0003123020514463767,2.315716865735176e-06
CricketZ,PCA+Allocation_randomized,0.00031681427588829626,2.2270740606845955e-06
Adiac,PAA,4.010322766426282e-07,3.432983632587716e-07
Adiac,DFT,9.756821852463942e-07,9.164785790016584e-07
Adiac,PCA+Allocation,0.00014900549864157653,1.3902669062699808e-06
Adiac,PCA+Allocation_randomized,0.0001386569096491887,1.2603867084473904e-06
MiddlePhalanxTW,PAA,3.519512358165923e-07,6.7964776769861e-07
MiddlePhalanxTW,DFT,3.2984224477208645e-07,3.514351782860694e-07
MiddlePhalanxTW,PCA+Allocation,2.6083829110128837e-05,8.979401031097809e-07
MiddlePhalanxTW,PCA+Allocation_randomized,2.5151068704170093e-05,8.391095446301746e-07
DistalPhalanxOutlineAgeGroup,PAA,3.236532211303711e-07,7.186862204572279e-07
DistalPhalanxOutlineAgeGroup,DFT,3.457069396972656e-07,3.636312141692896e-07
DistalPhalanxOutlineAgeGroup,PCA+Allocation,2.5455355644226074e-05,9.348066590672774e-07
DistalPhalanxOutlineAgeGroup,PCA+Allocation_randomized,2.5424361228942872e-05,9.485285916774393e-07
DistalPhalanxTW,PAA,3.421306610107422e-07,7.564215351351731e-07
DistalPhalanxTW,DFT,3.218650817871094e-07,3.5848548944047886e-07
DistalPhalanxTW,PCA+Allocation,2.492368221282959e-05,9.005018275418728e-07
DistalPhalanxTW,PCA+Allocation_randomized,2.52300500869751e-05,9.502438332537096e-07
MiddlePhalanxOutlineAgeGroup,PAA,3.3676624298095705e-07,6.579733514166498e-07
MiddlePhalanxOutlineAgeGroup,DFT,4.637241363525391e-07,3.421461427366579e-07
MiddlePhalanxOutlineAgeGroup,PCA+Allocation,2.6437640190124512e-05,8.422058898133117e-07
MiddlePhalanxOutlineAgeGroup,PCA+Allocation_randomized,2.5249123573303223e-05,7.462191891360592e-07
ProximalPhalanxOutlineAgeGroup,PAA,2.783536911010742e-07,4.570658613995808e-07
ProximalPhalanxOutlineAgeGroup,DFT,2.7716159820556643e-07,2.954064345941311e-07
ProximalPhalanxOutlineAgeGroup,PCA+Allocation,2.3578405380249022e-05,6.024430437785823e-07
ProximalPhalanxOutlineAgeGroup,PCA+Allocation_randomized,2.37882137298584e-05,6.094211485327744e-07
ProximalPhalanxTW,PAA,2.819299697875977e-07,4.210123201695884e-07
ProximalPhalanxTW,DFT,2.7954578399658205e-07,3.361120456602515e-07
ProximalPhalanxTW,PCA+Allocation,2.3571252822875975e-05,7.001365103372713e-07
ProximalPhalanxTW,PCA+Allocation_randomized,2.3889541625976563e-05,7.199078071408156e-07
SemgHandMovementCh2,PAA,6.765789455837674e-07,7.369783189561632e-07
SemgHandMovementCh2,DFT,8.785459730360243e-06,7.162094116210937e-06
SemgHandMovementCh2,PCA+Allocation,0.001056867175632053,5.313025580512152e-06
SemgHandMovementCh2,PCA+Allocation_randomized,6.887859768337674e-05,3.2673941718207465e-06
SemgHandSubjectCh2,PAA,1.0177824232313369e-06,6.606843736436632e-07
SemgHandSubjectCh2,DFT,7.3146820068359374e-06,6.996260748969184e-06
SemgHandSubjectCh2,PCA+Allocation,0.0009466250737508138,3.7664837307400174e-06
SemgHandSubjectCh2,PCA+Allocation_randomized,5.997657775878906e-05,3.0644734700520834e-06
FiftyWords,PAA,3.719329833984375e-07,3.0025021060482485e-07
FiftyWords,DFT,1.8951627943250868e-06,1.2209127237508584e-06
FiftyWords,PCA+Allocation,0.00023859871758355036,2.062451708447802e-06
FiftyWords,PCA+Allocation_randomized,0.0002456776301066081,1.567274659544557e-06
ChlorineConcentration,PAA,3.3593024635723367e-07,6.50063157081604e-08
ChlorineConcentration,DFT,4.3257400872110046e-06,5.200939873854319e-06
ChlorineConcentration,PCA+Allocation,0.00010566588898031819,8.188188076019288e-07
ChlorineConcentration,PCA+Allocation_randomized,0.00010889347411325197,8.865570028622945e-07
SwedishLeaf,PAA,2.918243408203125e-07,2.15911865234375e-07
SwedishLeaf,DFT,8.420944213867188e-07,1.171875e-06
SwedishLeaf,PCA+Allocation,5.109691619873047e-05,9.250640869140625e-07
SwedishLeaf,PCA+Allocation_randomized,5.254697799682617e-05,8.819580078125e-07
MixedShapesRegularTrain,PAA,7.886886596679687e-07,4.382969177875322e-07
MixedShapesRegularTrain,DFT,4.4713020324707034e-06,4.719803013752416e-06
MixedShapesRegularTrain,PCA+Allocation,0.0008049006462097168,2.5088516707272875e-06
MixedShapesRegularTrain,PCA+Allocation_randomized,5.06739616394043e-05,2.522812676183956e-06
ECG5000,PAA,2.9850006103515625e-07,5.4571363661024306e-08
ECG5000,DFT,7.271766662597656e-07,6.98248545328776e-07
ECG5000,PCA+Allocation,6.835460662841797e-05,6.830957200792101e-07
ECG5000,PCA+Allocation_randomized,6.874036788940429e-05,8.39180416531033e-07
EthanolLevel,PAA,8.973810407850477e-07,6.737709045410156e-07
EthanolLevel,DFT,2.8065745792691668e-05,2.5600433349609376e-05
EthanolLevel,PCA+Allocation,0.0012440572655390179,4.973411560058594e-06
EthanolLevel,PCA+Allocation_randomized,5.993057811071002e-05,3.063678741455078e-06
PLAID,PAA,6.308990705834642e-07,6.628658074462436e-07
PLAID,DFT,6.2361775829805345e-06,6.6619567586944975e-06
PLAID,PCA+Allocation,0.0009322970051117228,3.153163405548039e-06
PLAID,PCA+Allocation_randomized,5.8933343301272257e-05,2.8921017211686743e-06
FaceAll,PAA,2.971717289515904e-07,1.0143370317989552e-07
FaceAll,DFT,7.073368344988142e-06,7.008518693009777e-06
FaceAll,PCA+Allocation,6.0273919786725724e-05,7.833954850597494e-07
FaceAll,PCA+Allocation_randomized,3.501517432076591e-05,7.850883980474529e-07
DistalPhalanxOutlineCorrect,PAA,2.3325284322102866e-07,3.6540238753609033e-07
DistalPhalanxOutlineCorrect,DFT,6.624062856038411e-07,3.9390895677649457e-07
DistalPhalanxOutlineCorrect,PCA+Allocation,1.6455650329589843e-05,5.8481658714405e-07
DistalPhalanxOutlineCorrect,PCA+Allocation_randomized,2.312938372294108e-05,7.040258766948313e-07
MiddlePhalanxOutlineCorrect,PAA,2.2610028584798178e-07,3.703271400477878e-07
MiddlePhalanxOutlineCorrect,DFT,3.135204315185547e-07,3.203493622979757e-07
MiddlePhalanxOutlineCorrect,PCA+Allocation,1.6661485036214194e-05,5.374659377684708e-07
MiddlePhalanxOutlineCorrect,PCA+Allocation_randomized,2.25369135538737e-05,5.595872492315024e-07
ProximalPhalanxOutlineCorrect,PAA,2.2768974304199218e-07,3.547602912404693e-07
ProximalPhalanxOutlineCorrect,DFT,3.03188959757487e-07,3.1051766831440615e-07
ProximalPhalanxOutlineCorrect,PCA+Allocation,1.6614993413289388e-05,5.407431690963273e-07
ProximalPhalanxOutlineCorrect,PCA+Allocation_randomized,2.2282203038533528e-05,5.612258648954306e-07
ShapesAll,PAA,3.1908353169759116e-07,3.087520599365234e-07
ShapesAll,DFT,2.7783711751302085e-06,1.7380714416503906e-06
ShapesAll,PCA+Allocation,0.0005177756150563558,3.1006336212158205e-06
ShapesAll,PCA+Allocation_randomized,5.254666010538737e-05,2.3798147837320965e-06
Strawberry,PAA,2.948144909608228e-07,3.492509996568834e-07
Strawberry,DFT,3.029043872827029e-06,2.8442692112278292e-06
Strawberry,PCA+Allocation,0.00016531780921226613,1.6831062935494087e-06
Strawberry,PCA+Allocation_randomized,3.754645342927967e-05,1.562608254922403e-06
UWaveGestureLibraryAll,PAA,5.766217197690691e-07,3.336662024109807e-07
UWaveGestureLibraryAll,DFT,5.941039749554225e-06,5.592852581286151e-06
UWaveGestureLibraryAll,PCA+Allocation,0.000734201233301844,2.3964994250563253e-06
UWaveGestureLibraryAll,PCA+Allocation_randomized,5.021717931543078e-05,2.8425192180656975e-06
UWaveGestureLibraryX,PAA,2.5491629328046527e-07,1.0469916943795584e-07
UWaveGestureLibraryX,DFT,1.7881393432617188e-06,1.685902900631903e-06
UWaveGestureLibraryX,PCA+Allocation,0.0001610898013625826,6.868345387350707e-07
UWaveGestureLibraryX,PCA+Allocation_randomized,1.965010804789407e-05,9.241215947085688e-07
UWaveGestureLibraryY,PAA,3.001519611903599e-07,9.884187324562265e-08
UWaveGestureLibraryY,DFT,1.928636005946568e-06,2.4195958089056393e-06
UWaveGestureLibraryY,PCA+Allocation,0.0001562902969973428,7.57454893963088e-07
UWaveGestureLibraryY,PCA+Allocation_randomized,1.8064997025898526e-05,9.049522617154784e-07
UWaveGestureLibraryZ,PAA,2.666243485042027e-07,9.764378993355449e-08
UWaveGestureLibraryZ,DFT,2.580561808177403e-06,1.6282617812846241e-06
UWaveGestureLibraryZ,PCA+Allocation,0.000150893149631364,7.014777792159038e-07
UWaveGestureLibraryZ,PCA+Allocation_randomized,1.8034928611346652e-05,8.546993227926198e-07
HandOutlines,PAA,1.0502338409423829e-06,1.3924933768607474e-06
HandOutlines,DFT,2.2498607635498047e-05,2.3282540811074747e-05
HandOutlines,PCA+Allocation,0.0015179255008697509,6.309715477195946e-06
HandOutlines,PCA+Allocation_randomized,7.04491138458252e-05,8.711943755278716e-06
TwoPatterns,PAA,2.357959747314453e-07,7.212162017822265e-08
TwoPatterns,DFT,6.268024444580078e-07,3.998279571533203e-07
TwoPatterns,PCA+Allocation,3.425312042236328e-05,6.071329116821289e-07
TwoPatterns,PCA+Allocation_randomized,2.1873235702514647e-05,6.980299949645996e-07
Wafer,PAA,1.9168853759765626e-07,5.5156536956331624e-08
Wafer,DFT,1.3158321380615235e-06,1.3227125485944408e-06
Wafer,PCA+Allocation,5.8305978775024413e-05,6.740237117819319e-07
Wafer,PCA+Allocation_randomized,3.0322551727294922e-05,8.459914279865956e-07
StarLightCurves,PAA,5.652904510498047e-07,3.3768245813741216e-07
StarLightCurves,DFT,3.875732421875e-06,4.536321639088301e-06
StarLightCurves,PCA+Allocation,0.0006483590602874756,3.2185060761402163e-06
StarLightCurves,PCA+Allocation_randomized,5.209493637084961e-05,3.205595113745935e-06
MelbournePedestrian,PAA,1.0702877587808835e-07,4.5748214440152216e-08
MelbournePedestrian,DFT,1.271965116312356e-07,1.1212222641635596e-07
MelbournePedestrian,PCA+Allocation,4.084865052496368e-06,9.394024375424418e-08
MelbournePedestrian,PCA+Allocation_randomized,9.865417352673196e-06,1.416435100935482e-07
PhalangesOutlinesCorrect,PAA,9.854634602864583e-08,1.4171733722820148e-07
PhalangesOutlinesCorrect,DFT,3.1868616739908854e-07,3.351198209749235e-07
PhalangesOutlinesCorrect,PCA+Allocation,1.1188719007703994e-05,1.0934465137117114e-06
PhalangesOutlinesCorrect,PCA+Allocation_randomized,1.5626615948147243e-05,1.0064709714520505e-06
NonInvasiveFetalECGThorax1,PAA,3.2862027486165366e-07,3.13159467003121e-07
NonInvasiveFetalECGThorax1,DFT,5.65489133199056e-06,3.779025478217438e-06
NonInvasiveFetalECGThorax1,PCA+Allocation,0.00032797243860032825,1.6339862619647542e-06
NonInvasiveFetalECGThorax1,PCA+Allocation_randomized,3.0825535456339516e-05,1.5046456994597846e-06
NonInvasiveFetalECGThorax2,PAA,4.095501369900174e-07,3.0260352991312816e-07
NonInvasiveFetalECGThorax2,DFT,3.1418270534939235e-06,3.2007542578621977e-06
NonInvasiveFetalECGThorax2,PCA+Allocation,0.00029648661613464357,1.6389608989841762e-06
NonInvasiveFetalECGThorax2,PCA+Allocation_randomized,3.25877136654324e-05,2.222328088969068e-06
FordA,PAA,3.298531966353747e-07,2.4347594290068656e-07
FordA,DFT,3.241128770552288e-06,2.1790013168797347e-06
FordA,PCA+Allocation,0.00013210044507018992,1.525337045842951e-06
FordA,PCA+Allocation_randomized,1.847628122301639e-05,1.3826471386533794e-06
FordB,PAA,2.384841507679821e-07,2.7167944260585455e-07
FordB,DFT,2.1524555218888586e-06,3.042338806905864e-06
FordB,PCA+Allocation,0.00012155786992693104,1.4920293548960745e-06
FordB,PCA+Allocation_randomized,1.9630386491026422e-05,1.6233067453643421e-06
Crop,PAA,5.125999450683594e-08,3.2995428357805526e-08
Crop,DFT,5.222360293070475e-07,6.156308310372489e-07
Crop,PCA+Allocation,3.9290388425191245e-06,1.504449617295038e-07
Crop,PCA+Allocation_randomized,7.123781575096978e-06,2.2197053545997256e-07
ElectricDevices,PAA,6.80585412895789e-08,5.6829639267108274e-08
ElectricDevices,DFT,4.968700883315332e-07,3.5748873188591177e-07
ElectricDevices,PCA+Allocation,7.4155496797726184e-06,2.3507929670719487e-07
ElectricDevices,PCA+Allocation_randomized,9.939458480790514e-06,5.750986345855353e-07
